"Game Name",Iteration,Alpha-Beta,MAST,MC-GRAVE,"Progressive History",Random,UCT,Portfolio,"UnWeighted Ensemble","Weighted Ensemble","Parallel UnWeighted Ensemble","Parallel Weighted Ensemble"
Amazons,0,0,100,0,0,0,0,0,0,100,100,100
Amazons,1,0,100,0,0,0,0,100,0,0,100,100
Amazons,2,0,100,100,0,0,100,0,0,0,0,100
Amazons,3,0,0,100,100,0,100,0,100,100,100,100
Amazons,4,0,0,100,0,0,0,0,0,100,100,100
Amazons,5,0,100,100,0,0,0,0,100,0,100,100
Amazons,6,100,0,0,100,0,100,100,100,100,0,100
Amazons,7,100,0,100,0,0,0,0,100,0,0,100
Amazons,8,0,0,100,0,0,100,100,100,100,100,100
Amazons,9,0,0,100,0,0,100,100,100,0,100,100
Amazons,10,100,0,100,100,0,0,0,100,100,100,100
Amazons,11,0,0,0,0,0,100,0,100,100,100,0
Amazons,12,0,0,100,100,0,0,100,100,100,100,100
Amazons,13,0,100,100,100,0,0,0,100,0,100,100
Amazons,14,0,0,100,100,0,0,0,0,0,0,100
Amazons,15,0,0,100,100,0,0,100,100,100,100,100
Amazons,16,0,100,100,0,0,0,100,100,0,100,100
Amazons,17,0,0,100,0,0,0,0,0,0,100,100
Amazons,18,100,0,100,0,0,0,0,100,0,100,100
Amazons,19,100,0,100,100,0,100,100,100,100,0,0
Amazons,20,0,0,0,0,0,100,100,100,0,100,100
Amazons,21,100,0,100,100,0,100,0,0,100,100,100
Amazons,22,0,100,0,0,0,100,0,100,0,100,100
Amazons,23,0,0,100,100,0,100,100,0,0,100,100
Amazons,24,0,0,0,100,0,100,100,0,0,100,100
Amazons,25,0,0,100,100,0,100,100,0,100,100,0
Amazons,26,100,100,100,100,0,0,0,100,0,0,100
Amazons,27,0,0,100,0,0,0,100,0,0,100,100
Amazons,28,0,0,100,100,0,0,0,100,100,100,100
Amazons,29,0,0,0,100,0,0,100,100,0,0,100
Amazons,30,100,0,0,100,0,100,100,0,0,100,100
Amazons,31,0,0,0,100,0,0,100,0,0,100,100
Amazons,32,0,0,100,0,0,100,100,0,100,100,0
Amazons,33,0,100,0,100,0,0,100,100,0,100,100
Amazons,34,0,0,100,100,0,0,0,0,0,100,100
Amazons,35,0,0,0,0,0,100,100,100,0,100,100
Amazons,36,0,100,100,100,0,0,100,100,100,100,100
Amazons,37,100,0,0,100,0,100,100,0,0,100,100
Amazons,38,0,0,0,100,0,100,100,100,0,100,100
Amazons,39,0,100,100,100,0,0,100,0,0,0,0
Amazons,40,0,0,0,0,0,0,0,0,0,100,100
Amazons,41,100,0,100,0,0,100,100,0,100,100,100
Amazons,42,100,0,0,100,0,100,0,0,0,100,0
Amazons,43,100,0,100,0,0,100,0,0,100,100,100
Amazons,44,100,100,100,100,0,100,100,0,100,0,100
Amazons,45,0,0,0,0,0,0,0,100,0,100,100
Amazons,46,100,0,100,0,0,100,100,100,0,100,100
Amazons,47,0,100,100,0,0,100,100,0,100,100,100
Amazons,48,0,0,100,100,0,100,100,100,100,100,100
Amazons,49,0,0,100,100,0,0,100,100,100,100,100
Aralzaa,0,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,1,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,2,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,3,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,4,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,5,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,6,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,7,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,8,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,9,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,10,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,11,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,12,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,13,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,14,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,15,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,16,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,17,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,18,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,19,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,20,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,21,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,22,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,23,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,24,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,25,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,26,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,27,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,28,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,29,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,30,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,31,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,32,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,33,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,34,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,35,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,36,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,37,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,38,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,39,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,40,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,41,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,42,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,43,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,44,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,45,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,46,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,47,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,48,50,50,50,50,0,50,50,50,50,50,50
Aralzaa,49,50,50,50,50,0,50,50,50,50,50,50
Banqi,0,0,0,0,100,0,100,50,0,100,0,0
Banqi,1,0,100,100,0,0,0,50,0,0,0,100
Banqi,2,0,0,0,0,0,100,0,0,0,100,100
Banqi,3,0,0,0,0,0,0,100,100,0,100,100
Banqi,4,0,0,100,100,0,100,50,0,0,100,100
Banqi,5,0,0,100,0,0,100,100,0,0,100,0
Banqi,6,0,0,100,100,0,100,100,0,0,0,0
Banqi,7,0,0,0,0,0,100,100,0,0,0,100
Banqi,8,0,0,0,0,0,0,0,0,0,0,100
Banqi,9,0,0,100,100,0,100,0,0,0,100,100
Banqi,10,0,0,0,0,0,0,0,0,100,50,100
Banqi,11,0,0,100,100,0,100,0,0,0,0,0
Banqi,12,0,0,50,100,0,100,100,100,0,100,100
Banqi,13,0,0,100,100,0,0,0,0,0,0,100
Banqi,14,0,0,0,100,0,100,100,0,0,0,0
Banqi,15,0,0,100,100,0,100,100,0,0,100,100
Banqi,16,0,0,100,100,0,100,50,0,0,0,100
Banqi,17,0,0,0,100,0,0,0,0,100,0,100
Banqi,18,0,0,100,100,0,100,100,0,0,0,0
Banqi,19,0,0,100,100,0,100,100,0,0,0,100
Banqi,20,0,0,100,0,0,100,0,0,0,100,0
Banqi,21,0,0,100,100,0,0,100,100,0,100,100
Banqi,22,0,0,0,0,0,0,0,0,100,100,100
Banqi,23,0,0,100,0,0,100,0,0,100,100,100
Banqi,24,0,0,100,0,0,0,0,0,0,0,100
Banqi,25,0,0,100,100,0,100,100,0,100,0,100
Banqi,26,0,0,0,0,0,0,0,0,0,100,100
Banqi,27,0,0,100,0,0,0,0,0,0,0,100
Banqi,28,0,100,100,100,0,100,0,0,0,100,100
Banqi,29,0,0,0,0,0,0,0,0,100,100,100
Banqi,30,0,100,0,100,50,0,100,0,100,0,100
Banqi,31,0,0,0,100,0,0,50,0,0,0,0
Banqi,32,0,100,100,0,0,0,50,0,50,0,100
Banqi,33,0,0,100,0,0,100,50,0,0,0,100
Banqi,34,0,0,0,100,0,0,0,0,0,100,100
Banqi,35,0,100,100,100,0,100,100,100,0,50,0
Banqi,36,0,0,0,0,0,100,100,0,100,100,0
Banqi,37,0,0,100,0,0,100,0,0,0,0,100
Banqi,38,0,100,0,0,0,0,100,0,0,0,100
Banqi,39,0,0,50,100,0,100,0,0,0,100,0
Banqi,40,0,0,0,100,0,100,50,0,0,0,100
Banqi,41,0,100,50,100,0,0,100,100,0,0,100
Banqi,42,0,0,0,0,0,0,100,0,0,0,100
Banqi,43,0,0,100,100,0,100,0,100,100,0,100
Banqi,44,0,0,100,0,0,0,0,0,0,50,0
Banqi,45,0,0,0,0,0,0,100,0,100,100,100
Banqi,46,0,0,0,0,0,100,100,0,100,100,100
Banqi,47,0,100,100,0,0,0,0,0,0,100,0
Banqi,48,0,0,100,0,0,100,0,0,0,100,100
Banqi,49,0,0,50,0,0,100,100,0,50,100,100
Chameleon,0,0,100,100,100,0,100,100,0,100,100,100
Chameleon,1,0,0,100,100,0,0,100,0,100,100,100
Chameleon,2,100,100,100,100,0,100,100,0,100,0,100
Chameleon,3,0,100,100,100,0,0,100,0,100,100,100
Chameleon,4,0,100,100,100,0,100,100,100,100,100,100
Chameleon,5,0,100,100,100,0,100,100,0,100,100,100
Chameleon,6,0,0,100,100,0,100,100,0,100,100,100
Chameleon,7,0,0,100,100,0,0,100,0,100,100,100
Chameleon,8,0,100,100,100,0,100,100,100,100,100,100
Chameleon,9,0,100,100,100,0,0,100,0,100,100,100
Chameleon,10,0,100,100,100,0,100,100,100,100,100,100
Chameleon,11,0,100,100,100,0,0,100,100,100,100,100
Chameleon,12,0,100,100,100,0,0,100,0,0,100,100
Chameleon,13,0,0,100,100,0,0,100,100,100,100,100
Chameleon,14,0,0,100,100,0,100,100,0,100,100,100
Chameleon,15,0,0,100,100,0,0,100,0,100,100,100
Chameleon,16,0,100,100,100,0,100,100,100,100,100,100
Chameleon,17,0,100,100,100,0,100,100,100,100,100,100
Chameleon,18,0,100,100,100,0,100,100,0,100,100,100
Chameleon,19,0,0,100,100,0,100,100,100,100,100,100
Chameleon,20,0,100,100,100,0,100,100,0,100,100,100
Chameleon,21,0,0,100,100,0,0,100,0,100,100,100
Chameleon,22,0,100,100,100,0,100,100,100,100,100,100
Chameleon,23,0,100,100,100,0,100,100,100,100,100,100
Chameleon,24,0,0,100,100,0,0,100,0,100,100,100
Chameleon,25,0,100,100,100,0,100,100,0,100,100,100
Chameleon,26,0,0,100,100,0,100,100,0,0,100,100
Chameleon,27,0,100,100,100,0,100,100,0,100,100,100
Chameleon,28,0,100,100,100,0,0,100,0,100,100,100
Chameleon,29,0,0,100,100,0,0,100,0,100,100,100
Chameleon,30,0,0,100,100,0,100,100,0,0,100,100
Chameleon,31,0,0,100,100,0,100,100,100,100,100,100
Chameleon,32,0,100,100,100,0,0,100,0,100,100,100
Chameleon,33,0,100,100,100,0,100,100,0,100,100,100
Chameleon,34,0,100,100,100,0,100,100,100,100,100,100
Chameleon,35,0,100,100,100,0,0,100,100,100,100,100
Chameleon,36,0,100,100,100,0,100,100,100,100,100,100
Chameleon,37,0,100,100,100,0,0,100,100,100,100,100
Chameleon,38,100,100,100,100,0,0,100,100,100,100,100
Chameleon,39,0,0,100,100,0,100,100,0,0,100,100
Chameleon,40,0,100,100,100,0,100,100,0,100,100,100
Chameleon,41,0,0,100,100,0,0,100,0,100,100,100
Chameleon,42,0,0,100,100,0,0,100,0,100,100,100
Chameleon,43,0,100,100,100,0,100,100,100,100,100,100
Chameleon,44,0,100,100,100,0,0,100,0,100,100,100
Chameleon,45,0,100,100,100,0,0,100,100,100,100,100
Chameleon,46,0,0,100,100,0,100,100,100,0,100,100
Chameleon,47,0,100,100,100,0,0,100,0,100,100,100
Chameleon,48,0,100,100,100,0,100,100,100,0,100,100
Chameleon,49,0,100,100,100,0,100,100,100,0,100,100
Chomp,0,100,100,0,0,0,0,100,100,100,100,100
Chomp,1,100,0,0,0,0,0,100,100,100,100,100
Chomp,2,100,100,0,0,0,0,100,100,100,100,100
Chomp,3,100,100,0,100,0,0,100,100,100,100,100
Chomp,4,0,0,0,0,0,0,100,100,100,100,100
Chomp,5,100,0,0,0,0,0,100,100,100,100,100
Chomp,6,100,100,0,0,0,100,100,100,100,100,100
Chomp,7,100,100,0,0,0,0,100,100,100,100,100
Chomp,8,100,100,0,0,0,0,100,100,100,100,100
Chomp,9,100,100,0,0,0,100,100,100,100,100,100
Chomp,10,100,100,0,0,0,0,100,100,100,100,100
Chomp,11,100,0,0,0,0,0,100,100,100,100,100
Chomp,12,100,100,0,0,0,0,100,100,100,100,100
Chomp,13,100,0,0,0,0,100,100,100,100,100,100
Chomp,14,100,100,0,0,0,0,100,100,100,100,100
Chomp,15,100,100,0,0,0,0,100,100,100,100,100
Chomp,16,100,100,0,0,0,0,0,100,100,0,100
Chomp,17,100,100,0,0,0,100,100,100,100,0,100
Chomp,18,100,100,0,0,0,0,0,100,100,100,100
Chomp,19,100,100,0,100,0,0,100,100,100,100,100
Chomp,20,100,0,0,0,0,100,100,100,100,100,100
Chomp,21,100,0,0,100,0,0,0,100,100,100,100
Chomp,22,100,100,0,0,0,100,100,100,100,100,100
Chomp,23,100,100,0,0,0,0,0,100,100,100,100
Chomp,24,0,0,0,0,0,100,100,100,100,100,100
Chomp,25,0,100,0,0,0,100,0,100,0,100,100
Chomp,26,100,100,0,100,0,0,100,100,100,100,100
Chomp,27,100,100,0,0,0,0,100,100,100,100,100
Chomp,28,100,100,0,0,0,0,100,100,100,100,100
Chomp,29,100,100,0,0,0,0,100,0,100,100,100
Chomp,30,100,100,0,0,0,0,100,100,100,100,100
Chomp,31,100,100,0,0,0,0,100,100,100,100,0
Chomp,32,100,100,0,0,0,0,0,100,100,100,100
Chomp,33,100,100,0,100,0,0,100,100,100,100,100
Chomp,34,100,0,0,0,0,0,100,100,100,100,100
Chomp,35,100,100,0,0,0,0,100,100,100,100,100
Chomp,36,100,100,0,0,0,0,100,100,100,100,100
Chomp,37,100,100,0,0,0,0,100,100,100,100,100
Chomp,38,100,0,0,0,0,0,100,100,100,100,100
Chomp,39,100,100,0,100,0,0,100,100,100,100,100
Chomp,40,100,0,0,0,0,0,100,100,100,100,100
Chomp,41,100,100,0,0,0,100,100,100,100,100,100
Chomp,42,100,100,0,0,0,0,100,100,100,100,100
Chomp,43,100,0,0,0,0,0,100,100,100,100,100
Chomp,44,100,100,0,100,0,0,100,100,100,100,100
Chomp,45,100,100,0,0,0,0,100,100,100,100,100
Chomp,46,100,100,0,0,0,0,100,100,100,100,100
Chomp,47,100,100,0,100,0,0,100,100,100,100,100
Chomp,48,100,100,0,100,0,100,100,100,100,100,100
Chomp,49,100,0,0,0,0,0,0,100,100,100,100
Chuka,0,0,100,100,0,0,100,100,100,100,100,100
Chuka,1,0,100,100,0,0,100,100,100,100,100,100
Chuka,2,0,100,100,0,0,100,100,100,100,100,100
Chuka,3,0,100,100,0,0,100,100,100,100,100,100
Chuka,4,0,100,100,0,0,100,100,100,100,100,100
Chuka,5,0,100,100,0,0,100,100,100,100,100,100
Chuka,6,0,100,100,0,0,100,100,100,100,100,100
Chuka,7,0,100,100,0,0,100,100,100,100,100,100
Chuka,8,0,100,100,0,0,100,100,100,100,100,100
Chuka,9,0,100,100,0,0,100,100,100,100,100,100
Chuka,10,0,100,100,0,0,100,100,100,100,100,100
Chuka,11,0,100,100,0,0,100,100,100,100,100,100
Chuka,12,0,100,100,0,0,100,100,100,100,100,100
Chuka,13,0,100,100,0,0,100,100,100,100,100,100
Chuka,14,0,100,100,0,0,100,100,100,100,100,100
Chuka,15,0,100,100,0,0,100,100,100,100,100,100
Chuka,16,0,100,100,0,0,100,100,100,100,100,100
Chuka,17,0,100,100,0,0,100,100,100,100,100,100
Chuka,18,0,100,100,0,0,100,100,100,100,100,100
Chuka,19,0,100,100,0,0,100,100,100,100,100,100
Chuka,20,0,100,100,0,0,100,100,100,100,100,100
Chuka,21,0,100,100,0,0,100,100,100,100,100,100
Chuka,22,0,100,100,0,0,100,100,100,100,100,100
Chuka,23,0,100,100,0,0,100,100,100,100,100,100
Chuka,24,0,100,100,0,0,100,100,100,100,100,100
Chuka,25,0,100,100,0,0,100,100,100,100,100,100
Chuka,26,0,100,100,0,0,100,100,100,100,100,100
Chuka,27,0,100,100,0,0,100,100,100,100,100,100
Chuka,28,0,100,100,0,0,100,100,100,100,100,100
Chuka,29,0,100,100,0,0,100,100,100,100,100,100
Chuka,30,0,100,100,0,0,100,100,100,100,100,100
Chuka,31,0,100,100,0,0,100,100,100,100,100,100
Chuka,32,0,100,100,0,0,100,100,100,100,100,100
Chuka,33,0,100,100,0,0,100,100,100,100,100,100
Chuka,34,0,100,100,0,0,100,100,100,100,100,100
Chuka,35,0,100,100,0,0,100,100,100,100,100,100
Chuka,36,0,100,100,0,0,100,100,100,100,100,100
Chuka,37,0,100,100,0,0,100,100,100,100,100,100
Chuka,38,0,100,100,0,0,100,100,100,100,100,100
Chuka,39,0,100,100,0,0,100,100,100,100,100,100
Chuka,40,0,100,100,0,0,100,100,100,100,100,100
Chuka,41,0,100,100,0,0,100,100,100,100,100,100
Chuka,42,0,100,100,0,0,100,100,100,100,100,100
Chuka,43,0,100,100,0,0,100,100,100,100,100,100
Chuka,44,0,100,100,0,0,100,100,100,100,100,100
Chuka,45,0,100,100,0,0,100,100,100,100,100,100
Chuka,46,0,100,100,0,0,100,100,100,100,100,100
Chuka,47,0,100,100,0,0,100,100,100,100,100,100
Chuka,48,0,100,100,0,0,100,100,100,100,100,100
Chuka,49,0,100,100,0,0,100,100,100,100,100,100
DisPath,0,50,100,100,50,0,100,50,100,100,50,50
DisPath,1,50,100,50,50,0,50,50,50,100,50,100
DisPath,2,50,50,100,50,0,0,50,50,100,50,100
DisPath,3,50,50,100,50,0,0,100,50,100,100,50
DisPath,4,100,50,50,50,0,50,50,50,50,50,50
DisPath,5,50,100,100,50,0,50,50,100,50,50,50
DisPath,6,50,100,50,100,0,50,50,50,50,50,100
DisPath,7,50,50,50,0,0,50,50,0,50,100,100
DisPath,8,50,100,100,50,0,50,50,0,50,0,50
DisPath,9,100,0,50,50,0,50,100,100,50,100,50
DisPath,10,50,100,100,100,0,50,100,50,50,100,50
DisPath,11,50,50,50,100,0,50,100,50,50,100,50
DisPath,12,50,50,50,50,0,50,50,100,100,50,100
DisPath,13,50,100,50,50,0,50,50,50,50,50,50
DisPath,14,0,100,100,50,0,50,100,50,50,100,100
DisPath,15,50,100,100,50,0,50,100,50,50,50,100
DisPath,16,50,50,100,100,0,50,100,0,100,100,50
DisPath,17,100,50,100,50,0,50,100,50,50,50,50
DisPath,18,50,100,100,50,0,50,100,100,50,50,50
DisPath,19,50,50,100,100,0,50,50,50,50,50,50
DisPath,20,50,50,50,50,0,50,50,50,50,100,50
DisPath,21,50,100,50,50,0,50,50,100,50,100,50
DisPath,22,50,50,100,50,0,50,50,50,50,50,100
DisPath,23,50,50,50,50,0,50,50,50,100,50,50
DisPath,24,50,50,100,0,0,50,100,50,50,100,50
DisPath,25,50,50,100,50,0,50,100,0,100,50,100
DisPath,26,50,50,100,100,0,50,50,50,50,50,100
DisPath,27,50,50,50,50,0,100,100,50,50,50,50
DisPath,28,50,50,100,50,0,50,100,50,50,50,50
DisPath,29,0,50,50,50,0,100,50,50,50,100,100
DisPath,30,50,50,100,50,0,50,50,100,50,50,100
DisPath,31,0,50,50,100,0,50,100,50,50,50,50
DisPath,32,50,50,100,50,0,50,100,50,50,100,100
DisPath,33,50,50,100,50,0,50,100,50,50,100,50
DisPath,34,50,50,50,50,0,50,50,50,50,50,100
DisPath,35,100,100,50,50,0,50,50,50,50,50,100
DisPath,36,0,50,50,50,0,50,100,100,50,50,0
DisPath,37,50,50,100,50,0,50,100,50,100,50,50
DisPath,38,50,50,100,50,0,50,100,50,100,50,50
DisPath,39,100,50,50,50,0,50,100,0,50,100,50
DisPath,40,50,50,100,100,0,50,100,50,50,50,50
DisPath,41,50,0,50,0,0,50,100,0,100,50,100
DisPath,42,50,50,100,50,0,50,100,50,50,100,50
DisPath,43,50,50,50,0,0,100,100,100,50,100,100
DisPath,44,0,50,100,50,0,50,100,50,0,50,50
DisPath,45,50,50,100,50,0,50,50,50,50,100,100
DisPath,46,50,50,100,100,0,50,50,0,50,50,100
DisPath,47,50,50,50,50,0,50,50,0,100,100,100
DisPath,48,50,50,100,50,0,50,50,0,50,100,50
DisPath,49,50,50,50,50,0,50,50,100,100,50,50
Gauntlet,0,0,0,0,100,0,0,0,0,0,0,0
Gauntlet,1,100,0,0,0,0,0,0,0,0,0,0
Gauntlet,2,0,0,0,0,0,100,0,0,0,0,100
Gauntlet,3,0,0,0,100,0,0,0,0,0,0,0
Gauntlet,4,0,100,0,0,0,0,0,0,0,0,100
Gauntlet,5,0,0,0,0,0,0,0,0,0,0,0
Gauntlet,6,0,0,0,0,0,100,0,0,0,0,0
Gauntlet,7,0,0,0,0,0,100,0,0,0,0,100
Gauntlet,8,0,0,0,100,0,0,0,0,0,0,0
Gauntlet,9,0,0,0,100,0,0,0,0,0,0,0
Gauntlet,10,0,0,0,0,0,100,0,0,0,0,0
Gauntlet,11,0,0,0,100,0,0,0,0,0,0,0
Gauntlet,12,0,0,0,0,0,0,0,0,0,0,0
Gauntlet,13,0,100,0,0,0,0,0,0,0,0,0
Gauntlet,14,0,0,0,100,0,0,0,0,0,0,0
Gauntlet,15,0,0,0,100,0,0,0,0,0,0,0
Gauntlet,16,0,0,0,0,0,0,0,0,0,0,100
Gauntlet,17,0,0,0,0,0,0,0,0,0,0,100
Gauntlet,18,0,0,0,0,0,0,0,0,100,0,0
Gauntlet,19,0,0,0,0,0,0,0,0,0,100,0
Gauntlet,20,0,0,0,100,0,0,0,0,0,0,0
Gauntlet,21,0,0,0,0,0,0,0,0,0,100,100
Gauntlet,22,0,100,0,0,0,0,0,0,0,0,0
Gauntlet,23,0,0,0,100,0,0,0,0,0,0,100
Gauntlet,24,0,0,0,0,0,0,0,0,0,0,0
Gauntlet,25,0,0,0,100,0,0,0,0,0,0,0
Gauntlet,26,0,0,0,0,0,100,0,0,0,0,0
Gauntlet,27,0,0,0,0,0,0,0,0,0,100,100
Gauntlet,28,0,0,0,0,0,100,0,0,0,0,100
Gauntlet,29,0,0,0,100,0,100,0,0,0,0,100
Gauntlet,30,0,100,0,0,0,0,0,0,0,0,0
Gauntlet,31,0,0,0,100,0,0,0,0,0,0,0
Gauntlet,32,0,100,0,0,0,0,0,0,0,0,0
Gauntlet,33,0,0,0,0,0,100,0,0,0,0,0
Gauntlet,34,0,0,0,0,0,0,0,0,0,0,0
Gauntlet,35,0,0,0,100,0,100,0,0,0,100,0
Gauntlet,36,0,100,0,0,0,0,0,0,0,0,100
Gauntlet,37,0,0,0,0,0,100,0,0,0,0,0
Gauntlet,38,0,0,0,0,0,100,0,0,0,0,100
Gauntlet,39,0,0,0,0,0,0,0,0,0,0,0
Gauntlet,40,0,0,0,0,0,0,0,0,0,0,0
Gauntlet,41,0,0,0,100,0,0,0,0,0,0,100
Gauntlet,42,0,0,0,0,0,0,0,0,0,100,0
Gauntlet,43,0,0,0,0,0,0,0,0,0,0,0
Gauntlet,44,0,0,0,0,0,0,0,0,0,0,0
Gauntlet,45,0,0,0,0,0,0,0,0,0,0,0
Gauntlet,46,0,0,0,0,0,100,0,0,0,0,100
Gauntlet,47,0,0,0,0,0,100,0,0,0,0,0
Gauntlet,48,0,100,0,0,0,100,0,0,0,0,0
Gauntlet,49,0,100,0,100,0,100,0,0,0,0,0
"Hops-a-Daisy Generalized",0,0,100,0,100,0,0,100,100,0,100,100
"Hops-a-Daisy Generalized",1,100,100,100,100,0,100,100,100,100,100,100
"Hops-a-Daisy Generalized",2,100,100,100,100,0,0,100,100,100,100,100
"Hops-a-Daisy Generalized",3,100,100,0,100,0,0,100,100,100,100,100
"Hops-a-Daisy Generalized",4,100,100,100,100,0,0,100,100,0,100,100
"Hops-a-Daisy Generalized",5,100,100,0,100,0,100,0,100,100,100,100
"Hops-a-Daisy Generalized",6,0,100,100,100,0,100,100,0,0,100,100
"Hops-a-Daisy Generalized",7,100,100,100,0,0,100,100,0,100,100,100
"Hops-a-Daisy Generalized",8,0,100,0,0,0,100,100,100,0,100,100
"Hops-a-Daisy Generalized",9,100,100,0,100,0,100,100,100,100,100,100
"Hops-a-Daisy Generalized",10,100,0,100,0,0,0,100,100,0,100,100
"Hops-a-Daisy Generalized",11,100,100,0,100,0,100,100,100,100,100,100
"Hops-a-Daisy Generalized",12,100,100,0,100,0,100,100,100,100,100,100
"Hops-a-Daisy Generalized",13,100,0,100,100,0,0,100,100,100,100,100
"Hops-a-Daisy Generalized",14,100,100,0,100,0,0,100,100,100,100,100
"Hops-a-Daisy Generalized",15,100,0,0,100,0,100,100,100,100,100,100
"Hops-a-Daisy Generalized",16,0,100,0,100,0,0,100,100,100,100,100
"Hops-a-Daisy Generalized",17,100,0,100,100,0,100,100,100,100,100,100
"Hops-a-Daisy Generalized",18,100,100,100,0,0,0,100,0,0,100,100
"Hops-a-Daisy Generalized",19,100,100,100,100,0,100,100,100,100,100,100
"Hops-a-Daisy Generalized",20,100,100,100,100,0,0,100,100,100,100,100
"Hops-a-Daisy Generalized",21,100,100,0,100,0,100,100,0,100,100,100
"Hops-a-Daisy Generalized",22,100,100,100,0,0,100,100,100,0,100,100
"Hops-a-Daisy Generalized",23,100,0,0,100,0,0,100,100,100,100,100
"Hops-a-Daisy Generalized",24,100,0,0,100,0,100,100,100,100,100,100
"Hops-a-Daisy Generalized",25,100,100,0,100,0,0,100,100,100,100,0
"Hops-a-Daisy Generalized",26,100,100,100,0,0,100,100,100,0,100,100
"Hops-a-Daisy Generalized",27,100,100,100,100,0,100,100,100,0,100,100
"Hops-a-Daisy Generalized",28,100,100,0,100,0,100,100,100,100,100,100
"Hops-a-Daisy Generalized",29,100,100,100,100,0,100,100,100,100,100,100
"Hops-a-Daisy Generalized",30,100,100,100,100,0,0,100,100,100,100,100
"Hops-a-Daisy Generalized",31,100,100,100,100,0,0,100,100,100,100,100
"Hops-a-Daisy Generalized",32,100,100,100,100,0,0,100,0,100,100,100
"Hops-a-Daisy Generalized",33,100,100,0,100,0,100,100,0,100,100,100
"Hops-a-Daisy Generalized",34,100,100,0,100,0,100,100,0,100,100,100
"Hops-a-Daisy Generalized",35,0,100,0,100,0,100,100,100,0,100,100
"Hops-a-Daisy Generalized",36,100,100,100,100,0,100,0,100,100,100,100
"Hops-a-Daisy Generalized",37,100,100,0,0,0,0,100,0,100,0,100
"Hops-a-Daisy Generalized",38,100,100,0,100,0,100,100,100,100,100,100
"Hops-a-Daisy Generalized",39,100,100,100,0,0,0,100,100,100,100,100
"Hops-a-Daisy Generalized",40,100,0,100,100,0,100,100,100,100,100,100
"Hops-a-Daisy Generalized",41,100,100,0,0,0,100,100,100,100,100,100
"Hops-a-Daisy Generalized",42,100,0,100,100,0,100,100,100,100,100,100
"Hops-a-Daisy Generalized",43,100,0,0,100,0,100,100,100,100,100,100
"Hops-a-Daisy Generalized",44,100,100,100,100,0,0,100,100,100,0,100
"Hops-a-Daisy Generalized",45,100,100,0,100,0,0,100,100,100,100,100
"Hops-a-Daisy Generalized",46,0,0,100,100,0,100,100,100,100,0,100
"Hops-a-Daisy Generalized",47,100,0,0,100,0,100,100,100,100,100,100
"Hops-a-Daisy Generalized",48,100,0,0,0,0,100,100,0,0,100,100
"Hops-a-Daisy Generalized",49,100,0,0,100,0,0,100,100,0,100,100
Janggi,0,100,100,0,0,50,0,100,100,100,100,100
